

admin@DESKTOP-CTAGE42 MSYS /d/AlBrowserDownloads/cryptopp600a
mingw64 mingw-w64-x86_64-ag 2.1.0.r1975.d83e205-1
mingw64 mingw-w64-x86_64-alembic 1.7.3-1
mingw64 mingw-w64-x86_64-allegro 5.2.3-1
mingw64 mingw-w64-x86_64-alure 1.2-1
mingw64 mingw-w64-x86_64-angleproject-git 2.1.r8455-1
mingw64 mingw-w64-x86_64-ansicon-git 1.70.r65.3acc7a9-2
mingw64 mingw-w64-x86_64-antiword 0.37-2
mingw64 mingw-w64-x86_64-antlr3 3.5.2-1
mingw64 mingw-w64-x86_64-antlr4-runtime-cpp 4.7.1-1
mingw64 mingw-w64-x86_64-apr 1.6.3-1
mingw64 mingw-w64-x86_64-apr-util 1.6.1-1
mingw64 mingw-w64-x86_64-argon2 20171227-2
mingw64 mingw-w64-x86_64-aria2 1.33.1-1
mingw64 mingw-w64-x86_64-aribb24 1.0.3-3
mingw64 mingw-w64-x86_64-armadillo 8.500.1-1
mingw64 mingw-w64-x86_64-arpack 3.5.0-1
mingw64 mingw-w64-x86_64-asciidoctor 1.5.5-3
mingw64 mingw-w64-x86_64-aspell 0.60.7.rc1-1
mingw64 mingw-w64-x86_64-aspell-de 20030222-1
mingw64 mingw-w64-x86_64-aspell-en 7.1-1
mingw64 mingw-w64-x86_64-aspell-es 1.11.2-1
mingw64 mingw-w64-x86_64-aspell-fr 0.50-1
mingw64 mingw-w64-x86_64-aspell-ru 0.99f7.1-1
mingw64 mingw-w64-x86_64-assimp 4.1.0-1
mingw64 mingw-w64-x86_64-astyle 3.1-1
mingw64 mingw-w64-x86_64-atk 2.28.1-1
mingw64 mingw-w64-x86_64-atkmm 2.24.2-2
mingw64 mingw-w64-x86_64-attica-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-avrdude 6.3-2
mingw64 mingw-w64-x86_64-aztecgen 1.0.1-1
mingw64 mingw-w64-x86_64-babl 0.1.50-1
mingw64 mingw-w64-x86_64-badvpn 1.999.130-2
mingw64 mingw-w64-x86_64-bcunit 3.0.2-1
mingw64 mingw-w64-x86_64-binaryen 1.37.10-1
mingw64 mingw-w64-x86_64-binutils 2.30-3
mingw64 mingw-w64-x86_64-blender 2.79.b-3
mingw64 mingw-w64-x86_64-boost 1.66.0-2
mingw64 mingw-w64-x86_64-bower 1.8.4-1
mingw64 mingw-w64-x86_64-box2d 2.3.1-2
mingw64 mingw-w64-x86_64-breakpad-git r1680.70914b2d-1
mingw64 mingw-w64-x86_64-brotli 1.0.4-1
mingw64 mingw-w64-x86_64-brotli-testdata 1.0.4-1
mingw64 mingw-w64-x86_64-bsdfprocessor 1.1.6-1
mingw64 mingw-w64-x86_64-bullet 2.87-1
mingw64 mingw-w64-x86_64-bullet-debug 2.87-1
mingw64 mingw-w64-x86_64-bwidget 1.9.12-1
mingw64 mingw-w64-x86_64-bzip2 1.0.6-6
mingw64 mingw-w64-x86_64-c-ares 1.14.0-1
mingw64 mingw-w64-x86_64-c99-to-c89-git r169.b3d496d-1
mingw64 mingw-w64-x86_64-ca-certificates 20170211-2
mingw64 mingw-w64-x86_64-cairo 1.15.12-2
mingw64 mingw-w64-x86_64-cairomm 1.12.2-1
mingw64 mingw-w64-x86_64-capstone 3.0.5rc3-1
mingw64 mingw-w64-x86_64-catch 1.6.0-1
mingw64 mingw-w64-x86_64-ccache 3.4.1-1
mingw64 mingw-w64-x86_64-cccl 1.0-1
mingw64 mingw-w64-x86_64-cego 2.40.1-1
mingw64 mingw-w64-x86_64-celt 0.11.3-4
mingw64 mingw-w64-x86_64-cereal 1.1.2-1
mingw64 mingw-w64-x86_64-ceres-solver 1.14.0-1
mingw64 mingw-w64-x86_64-cfitsio 3.450-1
mingw64 mingw-w64-x86_64-cgal 4.12-1
mingw64 mingw-w64-x86_64-check 0.12.0-1
mingw64 mingw-w64-x86_64-chipmunk 7.0.1-1
mingw64 mingw-w64-x86_64-chromaprint 1.4.3-1
mingw64 mingw-w64-x86_64-clang 5.0.1-3
mingw64 mingw-w64-x86_64-clang-analyzer 5.0.1-3
mingw64 mingw-w64-x86_64-clang-analyzer35 3.5.2-1
mingw64 mingw-w64-x86_64-clang-tools-extra 5.0.1-3
mingw64 mingw-w64-x86_64-clang-tools-extra35 3.5.2-1
mingw64 mingw-w64-x86_64-clang35 3.5.2-1
mingw64 mingw-w64-x86_64-clucene 2.3.3.4-1
mingw64 mingw-w64-x86_64-clutter 1.26.2-1
mingw64 mingw-w64-x86_64-clutter-gst 3.0.26-1
mingw64 mingw-w64-x86_64-clutter-gtk 1.8.4-1
mingw64 mingw-w64-x86_64-cmake 3.11.1-2
mingw64 mingw-w64-x86_64-cmake-doc-qt 3.8.2-1
mingw64 mingw-w64-x86_64-cmark 0.28.3-1
mingw64 mingw-w64-x86_64-cmocka 1.1.1-1
mingw64 mingw-w64-x86_64-codelite-git 10.0.461.gd9f47542a-1
mingw64 mingw-w64-x86_64-cogl 1.22.2-1
mingw64 mingw-w64-x86_64-collada-dom-svn 2.4.1.r889-7
mingw64 mingw-w64-x86_64-compiler-rt 5.0.1-3
mingw64 mingw-w64-x86_64-confuse 3.2.1-1
mingw64 mingw-w64-x86_64-connect 1.105-1
mingw64 mingw-w64-x86_64-cotire 1.8.0_3.11-1
mingw64 mingw-w64-x86_64-cppcheck 1.83-1
mingw64 mingw-w64-x86_64-cppreference-qt 20170409-1
mingw64 mingw-w64-x86_64-cpptest 1.1.2-2
mingw64 mingw-w64-x86_64-cppunit 1.13.2-5
mingw64 mingw-w64-x86_64-creduce 2.4.0-1
mingw64 mingw-w64-x86_64-crt-git 6.0.0.5136.897300fe-1
mingw64 mingw-w64-x86_64-crypto++ 5.6.5-1
mingw64 mingw-w64-x86_64-csfml 2.4-1
mingw64 mingw-w64-x86_64-ctags 5.8-5
mingw64 mingw-w64-x86_64-ctpl-git 0.3.3.391.6dd5c14-1
mingw64 mingw-w64-x86_64-cunit 2.1.3-3
mingw64 mingw-w64-x86_64-curl 7.59.0-2
mingw64 mingw-w64-x86_64-cyrus-sasl 2.1.27.rc7-1
mingw64 mingw-w64-x86_64-cython 0.28.3-1
mingw64 mingw-w64-x86_64-cython2 0.28.3-1
mingw64 mingw-w64-x86_64-d-feet 0.3.10-1
mingw64 mingw-w64-x86_64-daala-git r1505.52bbd43-1
mingw64 mingw-w64-x86_64-db 6.0.19-3
mingw64 mingw-w64-x86_64-dbus 1.10.16-1
mingw64 mingw-w64-x86_64-dbus-glib 0.108-1
mingw64 mingw-w64-x86_64-dcadec 0.2.0-2
mingw64 mingw-w64-x86_64-desktop-file-utils 0.23-1
mingw64 mingw-w64-x86_64-devcon-git r233.8b17cf3-1
mingw64 mingw-w64-x86_64-devhelp 3.8.2-2
mingw64 mingw-w64-x86_64-devil 1.8.0-3
mingw64 mingw-w64-x86_64-diffutils 3.3-2
mingw64 mingw-w64-x86_64-discount 2.2.3a-1
mingw64 mingw-w64-x86_64-distorm 3.3.4-1
mingw64 mingw-w64-x86_64-djview 4.10.6-1
mingw64 mingw-w64-x86_64-djvulibre 3.5.27-3
mingw64 mingw-w64-x86_64-dlfcn 1.1.1-1
mingw64 mingw-w64-x86_64-dlib 19.9-1
mingw64 mingw-w64-x86_64-dmake 4.12.2-6
mingw64 mingw-w64-x86_64-dnscrypt-proxy 1.6.0-2
mingw64 mingw-w64-x86_64-docbook-dsssl 1.79-1
mingw64 mingw-w64-x86_64-docbook-mathml 1.1CR1-1
mingw64 mingw-w64-x86_64-docbook-sgml 4.5-1
mingw64 mingw-w64-x86_64-docbook-sgml31 3.1-1
mingw64 mingw-w64-x86_64-docbook-xml 5.0-1
mingw64 mingw-w64-x86_64-docbook-xsl 1.79.2-3
mingw64 mingw-w64-x86_64-doxygen 1.8.14-1
mingw64 mingw-w64-x86_64-drmingw 0.8.2-1
mingw64 mingw-w64-x86_64-dsdp 5.8-1
mingw64 mingw-w64-x86_64-dumb 0.9.3-5
mingw64 mingw-w64-x86_64-edd-dbg 0.2.1-2
mingw64 mingw-w64-x86_64-edd-fungo 0.2.4-1
mingw64 mingw-w64-x86_64-editrights 1.03-3
mingw64 mingw-w64-x86_64-eigen3 3.3.4-1
mingw64 mingw-w64-x86_64-emacs 26.1-1
mingw64 mingw-w64-x86_64-enca 1.19-1
mingw64 mingw-w64-x86_64-enchant 1.6.1-1
mingw64 mingw-w64-x86_64-enet 1.3.13-2
mingw64 mingw-w64-x86_64-eog 3.16.3-1
mingw64 mingw-w64-x86_64-eog-plugins 3.16.3-1
mingw64 mingw-w64-x86_64-evince 3.28.2-2
mingw64 mingw-w64-x86_64-exiv2 0.26-3
mingw64 mingw-w64-x86_64-expat 2.2.5-1
mingw64 mingw-w64-x86_64-extra-cmake-modules 5.42.0-1
mingw64 mingw-w64-x86_64-faac 1.29.7.8-1
mingw64 mingw-w64-x86_64-faad2 2.8.6-1
mingw64 mingw-w64-x86_64-farstream 0.2.8-2
mingw64 mingw-w64-x86_64-fastjar 0.98-1
mingw64 mingw-w64-x86_64-fdk-aac 0.1.6-1
mingw64 mingw-w64-x86_64-ffcall 2.1-1
mingw64 mingw-w64-x86_64-ffmpeg 4.0-3
mingw64 mingw-w64-x86_64-fftw 3.3.8-1
mingw64 mingw-w64-x86_64-fgsl 1.2.0-1
mingw64 mingw-w64-x86_64-field3d 1.7.2-3
mingw64 mingw-w64-x86_64-firebird2-git 2.5.9.27107.8f69580de5-1
mingw64 mingw-w64-x86_64-flac 1.3.2-1
mingw64 mingw-w64-x86_64-flatbuffers 1.9.0-1
mingw64 mingw-w64-x86_64-flexdll 0.34-2
mingw64 mingw-w64-x86_64-flickcurl 1.26-2
mingw64 mingw-w64-x86_64-flif 0.3-1
mingw64 mingw-w64-x86_64-fltk 1.3.4.2-1
mingw64 mingw-w64-x86_64-fluidsynth 1.1.11-1
mingw64 mingw-w64-x86_64-fmt 4.1.0-1
mingw64 mingw-w64-x86_64-fontconfig 2.13.0-1
mingw64 mingw-w64-x86_64-fossil 1.36-2
mingw64 mingw-w64-x86_64-fox 1.6.54-1
mingw64 mingw-w64-x86_64-freealut 1.1.0-1
mingw64 mingw-w64-x86_64-freeglut 3.0.0-4
mingw64 mingw-w64-x86_64-freeimage 3.17.0-4
mingw64 mingw-w64-x86_64-freetds 1.00.48-1
mingw64 mingw-w64-x86_64-freetype 2.9.1-1
mingw64 mingw-w64-x86_64-fribidi 1.0.2-1
mingw64 mingw-w64-x86_64-ftgl 2.1.3rc5-2
mingw64 mingw-w64-x86_64-gavl 1.4.0-1
mingw64 mingw-w64-x86_64-gc 7.6.6-1
mingw64 mingw-w64-x86_64-gcc 7.3.0-2
mingw64 mingw-w64-x86_64-gcc-ada 7.3.0-2
mingw64 mingw-w64-x86_64-gcc-fortran 7.3.0-2
mingw64 mingw-w64-x86_64-gcc-libgfortran 7.3.0-2
mingw64 mingw-w64-x86_64-gcc-libs 7.3.0-2
mingw64 mingw-w64-x86_64-gcc-objc 7.3.0-2
mingw64 mingw-w64-x86_64-gd 2.2.5-3
mingw64 mingw-w64-x86_64-gdal 2.2.4-3
mingw64 mingw-w64-x86_64-gdb 8.1-1
mingw64 mingw-w64-x86_64-gdbm 1.14.1-1
mingw64 mingw-w64-x86_64-gdcm 2.8.6-1
mingw64 mingw-w64-x86_64-gdk-pixbuf2 2.36.12-1
mingw64 mingw-w64-x86_64-gdl 3.28.0-1
mingw64 mingw-w64-x86_64-gdl2 2.31.2-2
mingw64 mingw-w64-x86_64-gdlmm2 2.30.0-2
mingw64 mingw-w64-x86_64-geany 1.32-1
mingw64 mingw-w64-x86_64-geany-plugins 1.32-1
mingw64 mingw-w64-x86_64-gedit 3.28.1-1
mingw64 mingw-w64-x86_64-gedit-plugins 3.28.1-1
mingw64 mingw-w64-x86_64-gegl 0.4.2-1
mingw64 mingw-w64-x86_64-geoclue 0.12.99-3
mingw64 mingw-w64-x86_64-geocode-glib 3.24.0-1
mingw64 mingw-w64-x86_64-geoip 1.6.12-1
mingw64 mingw-w64-x86_64-geoip2-database 20180116-1
mingw64 mingw-w64-x86_64-geos 3.6.2-1
mingw64 mingw-w64-x86_64-gettext 0.19.8.1-3
mingw64 mingw-w64-x86_64-gexiv2 0.10.8-1
mingw64 mingw-w64-x86_64-gflags 2.2.1-1
mingw64 mingw-w64-x86_64-ghex 3.18.3-1
mingw64 mingw-w64-x86_64-ghostscript 9.23-2
mingw64 mingw-w64-x86_64-giflib 5.1.4-2
mingw64 mingw-w64-x86_64-gimp 2.10.0-2
mingw64 mingw-w64-x86_64-gimp-ufraw 0.22-1
mingw64 mingw-w64-x86_64-git-lfs 2.2.1-1
mingw64 mingw-w64-x86_64-git-repo 0.4.20-1
mingw64 mingw-w64-x86_64-gitg 3.26.0-1
mingw64 mingw-w64-x86_64-gl2ps 1.4.0-1
mingw64 mingw-w64-x86_64-glade 3.22.1-1
mingw64 mingw-w64-x86_64-glade3 3.8.6-1
mingw64 mingw-w64-x86_64-glbinding 2.1.4-1
mingw64 mingw-w64-x86_64-glew 2.1.0-1
mingw64 mingw-w64-x86_64-glfw 3.2.1-2
mingw64 mingw-w64-x86_64-glib-networking 2.56.1-1
mingw64 mingw-w64-x86_64-glib-openssl 2.50.8-1
mingw64 mingw-w64-x86_64-glib2 2.56.1-2
mingw64 mingw-w64-x86_64-glibmm 2.56.0-1
mingw64 mingw-w64-x86_64-glm 0.9.9.0-1
mingw64 mingw-w64-x86_64-global 6.6.2-2
mingw64 mingw-w64-x86_64-globjects 1.1.0-1
mingw64 mingw-w64-x86_64-glog 0.3.5-1
mingw64 mingw-w64-x86_64-glpk 4.65-1
mingw64 mingw-w64-x86_64-glsl-optimizer-git r66905.5cee0ef05b-1
mingw64 mingw-w64-x86_64-glslang 6.2.2596-1
mingw64 mingw-w64-x86_64-gmime 3.0.5-1
mingw64 mingw-w64-x86_64-gmp 6.1.2-1
mingw64 mingw-w64-x86_64-gnome-common 3.18.0-1
mingw64 mingw-w64-x86_64-gnu-cobol-svn 2.0.r1454-1
mingw64 mingw-w64-x86_64-gnucobol 3.0rc1-0
mingw64 mingw-w64-x86_64-gnupg 2.2.7-1
mingw64 mingw-w64-x86_64-gnuplot 5.2.0-3
mingw64 mingw-w64-x86_64-gnutls 3.6.1-1
mingw64 mingw-w64-x86_64-go 1.10.1-1
mingw64 mingw-w64-x86_64-gobject-introspection 1.56.1-1
mingw64 mingw-w64-x86_64-gobject-introspection-runtime 1.56.1-1
mingw64 mingw-w64-x86_64-goocanvas 2.0.4-1
mingw64 mingw-w64-x86_64-googletest-git r975.aa148eb-1
mingw64 mingw-w64-x86_64-gpgme 1.11.1-1
mingw64 mingw-w64-x86_64-gphoto2 2.5.17-1
mingw64 mingw-w64-x86_64-gplugin 0.27.0-1
mingw64 mingw-w64-x86_64-gprbuild-bootstrap-git r3206.f95f0c68-1
mingw64 mingw-w64-x86_64-graphene 1.8.0-1
mingw64 mingw-w64-x86_64-graphicsmagick 1.3.29-1
mingw64 mingw-w64-x86_64-graphite2 1.3.11-1
mingw64 mingw-w64-x86_64-graphviz 2.40.1-3
mingw64 mingw-w64-x86_64-grpc 1.7.2-1
mingw64 mingw-w64-x86_64-gsasl 1.8.0-4
mingw64 mingw-w64-x86_64-gsettings-desktop-schemas 3.28.0-1
mingw64 mingw-w64-x86_64-gsfonts 20170829-1
mingw64 mingw-w64-x86_64-gsl 2.4-1
mingw64 mingw-w64-x86_64-gsm 1.0.17-1
mingw64 mingw-w64-x86_64-gspell 1.6.1-1
mingw64 mingw-w64-x86_64-gss 1.0.3-1
mingw64 mingw-w64-x86_64-gst-editing-services 1.14.1-1
mingw64 mingw-w64-x86_64-gst-libav 1.14.1-1
mingw64 mingw-w64-x86_64-gst-plugins-bad 1.14.1-2
mingw64 mingw-w64-x86_64-gst-plugins-base 1.14.1-1
mingw64 mingw-w64-x86_64-gst-plugins-good 1.14.1-1
mingw64 mingw-w64-x86_64-gst-plugins-ugly 1.14.1-1
mingw64 mingw-w64-x86_64-gst-python 1.14.1-1
mingw64 mingw-w64-x86_64-gst-python2 1.14.1-1
mingw64 mingw-w64-x86_64-gst-rtsp-server 1.14.1-1
mingw64 mingw-w64-x86_64-gstreamer 1.14.1-1
mingw64 mingw-w64-x86_64-gtef 2.0.1-1
mingw64 mingw-w64-x86_64-gtest 1.8.0-1
mingw64 mingw-w64-x86_64-gtk-doc 1.28-1
mingw64 mingw-w64-x86_64-gtk-engine-murrine 0.98.2-2
mingw64 mingw-w64-x86_64-gtk-engines 2.21.0-2
mingw64 mingw-w64-x86_64-gtk-vnc 0.7.1-1
mingw64 mingw-w64-x86_64-gtk2 2.24.32-1
mingw64 mingw-w64-x86_64-gtk3 3.22.30-1
mingw64 mingw-w64-x86_64-gtkglext 1.2.0-3
mingw64 mingw-w64-x86_64-gtkimageview 1.6.4-3
mingw64 mingw-w64-x86_64-gtkmm 2.24.5-1
mingw64 mingw-w64-x86_64-gtkmm3 3.22.0-1
mingw64 mingw-w64-x86_64-gtksourceview2 2.10.5-3
mingw64 mingw-w64-x86_64-gtksourceview3 3.24.6-1
mingw64 mingw-w64-x86_64-gtksourceviewmm3 3.21.3-1
mingw64 mingw-w64-x86_64-gtkspell 2.0.16-6
mingw64 mingw-w64-x86_64-gtkspell3 3.0.9-1
mingw64 mingw-w64-x86_64-gtkwave 3.3.79-1
mingw64 mingw-w64-x86_64-gxml 0.16.3-1
mingw64 mingw-w64-x86_64-harfbuzz 1.7.5-2
mingw64 mingw-w64-x86_64-hclient-git 233.8b17cf3-1
mingw64 mingw-w64-x86_64-hdf4 4.2.13-1
mingw64 mingw-w64-x86_64-hdf5 1.8.20-1
mingw64 mingw-w64-x86_64-headers-git 6.0.0.5136.897300fe-1
mingw64 mingw-w64-x86_64-hicolor-icon-theme 0.15-2
mingw64 mingw-w64-x86_64-hidapi 0.8.0rc1-4
mingw64 mingw-w64-x86_64-hlsl2glsl-git r848.957cd20-1
mingw64 mingw-w64-x86_64-http-parser 2.8.1-1
mingw64 mingw-w64-x86_64-hunspell 1.6.2-1
mingw64 mingw-w64-x86_64-hunspell-en 2016.11.20-2
mingw64 mingw-w64-x86_64-hyphen 2.8.8-1
mingw64 mingw-w64-x86_64-hyphen-en 2.8.8-1
mingw64 mingw-w64-x86_64-iconv 1.15-2
mingw64 mingw-w64-x86_64-icoutils 0.32.3-1
mingw64 mingw-w64-x86_64-icu 61.1-1
mingw64 mingw-w64-x86_64-icu-debug-libs 61.1-1
mingw64 mingw-w64-x86_64-id3lib 3.8.3-2
mingw64 mingw-w64-x86_64-ilmbase 2.2.1-1
mingw64 mingw-w64-x86_64-imagemagick 7.0.7.28-1
mingw64 mingw-w64-x86_64-indent 2.2.11-4
mingw64 mingw-w64-x86_64-inkscape 0.92.3-3
mingw64 mingw-w64-x86_64-innoextract 1.6-2
mingw64 mingw-w64-x86_64-intel-tbb 1~2018_20171205-1
mingw64 mingw-w64-x86_64-irrlicht 1.8.4-1
mingw64 mingw-w64-x86_64-isl 0.19-1
mingw64 mingw-w64-x86_64-iso-codes 3.76-1
mingw64 mingw-w64-x86_64-itk 4.13.0-2
mingw64 mingw-w64-x86_64-jansson 2.11-1
mingw64 mingw-w64-x86_64-jasper 2.0.14-1
mingw64 mingw-w64-x86_64-jbigkit 2.1-4
mingw64 mingw-w64-x86_64-jemalloc 5.1.0-1
mingw64 mingw-w64-x86_64-jpegoptim 1.4.4-1
mingw64 mingw-w64-x86_64-jq 1.5-5
mingw64 mingw-w64-x86_64-json-c 0.13.1_20180305-1
mingw64 mingw-w64-x86_64-json-glib 1.4.2-2
mingw64 mingw-w64-x86_64-jsoncpp 1.8.4-1
mingw64 mingw-w64-x86_64-jsonrpc-glib 3.28.0-1
mingw64 mingw-w64-x86_64-jxrlib 1.1-2
mingw64 mingw-w64-x86_64-kactivities-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-karchive-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kauth-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kcodecs-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kcompletion-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kconfig-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kconfigwidgets-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kcoreaddons-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kcrash-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kdbusaddons-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kdnssd-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kdoctools-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kfilemetadata-qt5 5.42.0-2
mingw64 mingw-w64-x86_64-kglobalaccel-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kguiaddons-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kholidays-qt5 17.12.1-1
mingw64 mingw-w64-x86_64-ki18n-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kicad-git r5971.ba32ccb-1
mingw64 mingw-w64-x86_64-kiconthemes-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kidletime-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kimageformats-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kiss_fft 1.3.0-2
mingw64 mingw-w64-x86_64-kitemmodels-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kitemviews-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kjobwidgets-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kjs-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kpackage-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kplotting-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kqoauth-qt4 0.98-3
mingw64 mingw-w64-x86_64-kservice-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-ktextwidgets-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kunitconversion-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kvazaar 1.2.0-1
mingw64 mingw-w64-x86_64-kwidgetsaddons-qt5 5.42.1-1
mingw64 mingw-w64-x86_64-kwindowsystem-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-kxmlgui-qt5 5.42.0-1
mingw64 mingw-w64-x86_64-l-smash 2.14.5-1
mingw64 mingw-w64-x86_64-ladspa-sdk 1.13-2
mingw64 mingw-w64-x86_64-lame 3.100-1
mingw64 mingw-w64-x86_64-lapack 3.8.0-1
mingw64 mingw-w64-x86_64-lasem 0.4.3-1
mingw64 mingw-w64-x86_64-laszip 3.2.2-1
mingw64 mingw-w64-x86_64-latexila 3.22.0-1
mingw64 mingw-w64-x86_64-lcms 1.19-6
mingw64 mingw-w64-x86_64-lcms2 2.9-1
mingw64 mingw-w64-x86_64-lcov 1.12-1
mingw64 mingw-w64-x86_64-ldns 1.7.0-1
mingw64 mingw-w64-x86_64-lensfun 0.3.2-4
mingw64 mingw-w64-x86_64-leptonica 1.75.3-1
mingw64 mingw-w64-x86_64-lfcbase 1.12.1-1
mingw64 mingw-w64-x86_64-lfcxml 1.2.5-1
mingw64 mingw-w64-x86_64-libaacs 0.9.0-1
mingw64 mingw-w64-x86_64-libao 1.2.2-1
mingw64 mingw-w64-x86_64-libarchive 3.3.2-1
mingw64 mingw-w64-x86_64-libart_lgpl 2.3.21-2
mingw64 mingw-w64-x86_64-libass 0.14.0-1
mingw64 mingw-w64-x86_64-libassuan 2.5.1-1
mingw64 mingw-w64-x86_64-libatomic_ops 7.6.4-1
mingw64 mingw-w64-x86_64-libbdplus 0.1.2-1
mingw64 mingw-w64-x86_64-libblocksruntime 0.4.1-1
mingw64 mingw-w64-x86_64-libbluray 1.0.2-1
mingw64 mingw-w64-x86_64-libbotan 2.6.0-1
mingw64 mingw-w64-x86_64-libbs2b 3.1.0-1
mingw64 mingw-w64-x86_64-libbsdf 0.9.4-1
mingw64 mingw-w64-x86_64-libc++ 5.0.1-3
mingw64 mingw-w64-x86_64-libc++abi 5.0.1-3
mingw64 mingw-w64-x86_64-libcaca 0.99.beta19-4
mingw64 mingw-w64-x86_64-libcddb 1.3.2-4
mingw64 mingw-w64-x86_64-libcdio 2.0.0-1
mingw64 mingw-w64-x86_64-libcdio-paranoia 10.2+0.94+2-2
mingw64 mingw-w64-x86_64-libcdr 0.1.4-2
mingw64 mingw-w64-x86_64-libcerf 1.5-2
mingw64 mingw-w64-x86_64-libchamplain 0.12.15-1
mingw64 mingw-w64-x86_64-libconfig 1.7.2-1
mingw64 mingw-w64-x86_64-libcroco 0.6.12-1
mingw64 mingw-w64-x86_64-libcue 2.2.0-1
mingw64 mingw-w64-x86_64-libdca 0.0.6-1
mingw64 mingw-w64-x86_64-libdiscid 0.6.2-1
mingw64 mingw-w64-x86_64-libdsm 0.3.0-1
mingw64 mingw-w64-x86_64-libdvbpsi 1.3.1-1
mingw64 mingw-w64-x86_64-libdvdcss 1.4.1-1
mingw64 mingw-w64-x86_64-libdvdnav 6.0.0-1
mingw64 mingw-w64-x86_64-libdvdread 6.0.0-1
mingw64 mingw-w64-x86_64-libebml 1.3.6-1
mingw64 mingw-w64-x86_64-libelf 0.8.13-3
mingw64 mingw-w64-x86_64-libepoxy 1.5.2-1
mingw64 mingw-w64-x86_64-libevent 2.1.8-1
mingw64 mingw-w64-x86_64-libexif 0.6.21-4
mingw64 mingw-w64-x86_64-libffi 3.2.1-4
mingw64 mingw-w64-x86_64-libfilezilla 0.12.2-1
mingw64 mingw-w64-x86_64-libfreexl 1.0.5-1
mingw64 mingw-w64-x86_64-libftdi 1.4-1
mingw64 mingw-w64-x86_64-libgadu 1.12.2-1
mingw64 mingw-w64-x86_64-libgcrypt 1.8.2-1
mingw64 mingw-w64-x86_64-libgd 2.2.5-1
mingw64 mingw-w64-x86_64-libgda 5.2.4-1
mingw64 mingw-w64-x86_64-libgdata 0.17.8-1
mingw64 mingw-w64-x86_64-libgdiplus 5.6-1
mingw64 mingw-w64-x86_64-libgee 0.20.1-1
mingw64 mingw-w64-x86_64-libgeotiff 1.4.2-2
mingw64 mingw-w64-x86_64-libgit2 0.27.0-1
mingw64 mingw-w64-x86_64-libgit2-glib 0.26.4-1
mingw64 mingw-w64-x86_64-libglade 2.6.4-5
mingw64 mingw-w64-x86_64-libgme 0.6.2-1
mingw64 mingw-w64-x86_64-libgnomecanvas 2.30.3-3
mingw64 mingw-w64-x86_64-libgoom2 2k4-3
mingw64 mingw-w64-x86_64-libgpg-error 1.31-1
mingw64 mingw-w64-x86_64-libgphoto2 2.5.18-1
mingw64 mingw-w64-x86_64-libgsf 1.14.42-1
mingw64 mingw-w64-x86_64-libguess 1.2-3
mingw64 mingw-w64-x86_64-libgusb 0.2.11-1
mingw64 mingw-w64-x86_64-libgweather 3.24.1-1
mingw64 mingw-w64-x86_64-libgxps 0.3.0-1
mingw64 mingw-w64-x86_64-libharu 2.3.0-2
mingw64 mingw-w64-x86_64-libical 3.0.3-1
mingw64 mingw-w64-x86_64-libiconv 1.15-2
mingw64 mingw-w64-x86_64-libidl2 0.8.14-1
mingw64 mingw-w64-x86_64-libidn 1.35-1
mingw64 mingw-w64-x86_64-libidn2 2.0.5-1
mingw64 mingw-w64-x86_64-libilbc 2.0.2-1
mingw64 mingw-w64-x86_64-libimagequant 2.11.9-1
mingw64 mingw-w64-x86_64-libimobiledevice 1.2.0-1
mingw64 mingw-w64-x86_64-libjpeg-turbo 1.5.3-1
mingw64 mingw-w64-x86_64-libkml 1.3.0-4
mingw64 mingw-w64-x86_64-libksba 1.3.5-1
mingw64 mingw-w64-x86_64-liblas 1.8.1-1
mingw64 mingw-w64-x86_64-liblastfm 1.0.9-2
